ID,Name,Age,Gender,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level,School_Grade
4401,User_400,17,Male,1.0,6.0,81.1,3,3.4,2,5,6,0,3.0,27,16,2.3,3.6,2.3,Gaming,1,12.3,1.0,
4402,User_401,16,Male,6.0,6.6,89.2,1,0.3,5,2,3,1,0.0,235,16,3.2,3.6,1.9,Education,2,6.9,3.53,
4403,User_402,17,Male,3.1,6.4,63.3,5,0.0,7,6,9,1,4.0,191,14,4.0,3.2,2.2,Social Media,2,7.1,1.97,
4404,User_403,15,Female,5.6,5.7,67.9,9,1.2,9,5,4,1,4.0,227,29,4.9,2.7,3.4,Education,3,11.5,3.89,
4405,User_404,16,Male,3.2,6.6,70.8,2,2.3,1,2,5,0,4.0,115,5,3.1,2.6,2.5,Gaming,4,9.9,1.5,
4406,User_405,15,Male,3.2,6.6,62.9,7,1.9,3,8,3,1,2.0,181,9,3.7,2.2,2.3,Gaming,1,7.1,1.67,
4407,User_406,13,Male,8.5,6.6,73.4,5,2.6,6,6,5,1,2.0,54,24,1.6,2.8,1.3,Social Media,4,9.5,4.21,
4408,User_407,13,Male,5.4,5.2,93.7,2,1.1,7,3,8,0,0.0,115,15,0.7,1.9,0.8,Mixed,1,7.5,2.39,
4409,User_408,16,Female,5.2,6.2,50.5,8,0.0,6,9,8,1,2.0,69,13,3.8,2.8,3.9,Education,3,7.7,3.03,
4410,User_409,16,Male,7.0,7.6,60.1,6,0.1,1,4,8,0,1.0,164,18,1.8,3.4,1.5,Mixed,2,6.4,3.3,
4411,User_410,18,Female,5.3,6.2,58.5,4,2.1,4,3,6,0,2.0,21,7,1.6,0.1,1.4,Mixed,2,3.1,1.84,
4412,User_411,17,Male,10.2,6.7,68.6,4,2.6,6,7,1,1,4.0,237,9,4.0,3.6,1.8,Social Media,1,5.2,6.27,
4413,User_412,18,Male,5.5,6.8,68.0,2,0.0,8,8,6,0,0.0,201,28,2.8,1.9,1.7,Education,4,5.8,2.68,
4414,User_413,17,Female,6.7,7.1,81.6,3,2.9,4,7,7,1,3.0,63,25,3.3,4.2,3.1,Gaming,3,8.8,3.78,
4415,User_414,18,Male,7.9,7.3,70.5,7,2.0,7,1,9,1,3.0,228,13,1.1,3.9,2.0,Social Media,3,8.3,3.89,
4416,User_415,15,Female,9.2,6.2,74.5,3,1.4,3,1,8,1,0.0,121,22,1.6,0.5,0.2,Mixed,4,10.2,4.36,
4417,User_416,16,Female,4.5,5.1,76.0,5,0.9,8,5,8,0,1.0,196,10,5.4,2.0,0.8,Gaming,2,5.6,3.39,
4418,User_417,13,Male,5.2,4.7,73.7,6,3.1,1,8,7,0,3.0,149,25,2.0,0.0,1.5,Mixed,4,11.6,2.46,
4419,User_418,17,Female,8.5,8.0,80.5,6,2.4,4,3,2,1,4.0,91,29,2.7,1.4,2.5,Education,2,11.4,3.88,
4420,User_419,17,Female,7.6,7.7,68.2,4,2.0,8,8,1,1,3.0,129,11,3.4,2.5,0.0,Mixed,1,8.1,3.9,
4421,User_420,13,Female,8.2,7.5,94.7,6,0.8,4,3,2,0,3.0,217,20,1.4,3.3,2.0,Gaming,3,6.6,3.97,
4422,User_421,18,Female,3.3,7.7,100.0,3,3.1,2,4,6,1,4.0,156,12,5.0,2.1,2.2,Education,1,6.7,1.75,
4423,User_422,17,Female,9.1,6.3,80.6,7,1.5,2,7,2,0,2.0,148,27,3.0,2.7,2.4,Social Media,4,8.4,5.16,
4424,User_423,19,Female,4.5,5.6,73.4,7,1.8,4,3,4,0,1.0,216,14,2.6,0.9,1.4,Mixed,4,11.8,2.2,
4425,User_424,15,Female,6.4,5.0,79.4,4,1.6,4,4,3,1,4.0,122,9,4.6,2.0,2.5,Education,1,7.8,4.24,
4426,User_425,16,Female,5.7,4.9,53.5,2,0.7,2,8,6,1,4.0,156,15,4.4,1.1,0.7,Education,4,4.8,3.65,
4427,User_426,13,Male,4.2,8.3,72.7,7,1.8,7,4,8,1,0.0,161,25,6.0,2.4,2.4,Social Media,4,11.8,2.47,
4428,User_427,16,Male,3.2,5.8,59.0,3,2.2,6,9,6,0,1.0,46,17,2.3,4.1,1.4,Social Media,4,7.2,1.74,
4429,User_428,19,Female,2.5,8.1,77.6,1,1.1,3,4,2,0,2.0,156,24,6.3,1.9,1.5,Gaming,3,10.9,1.5,
4430,User_429,17,Male,6.2,6.2,59.1,2,1.7,8,4,5,0,4.0,183,6,4.0,0.0,1.5,Education,3,9.3,3.24,
4431,User_430,17,Female,2.9,5.5,64.8,9,1.6,8,5,6,0,2.0,112,18,5.5,2.3,2.2,Education,2,7.7,2.31,
4432,User_431,19,Female,3.7,4.9,41.9,8,2.4,1,1,9,1,4.0,231,13,4.5,3.1,0.4,Gaming,3,9.9,2.95,
4433,User_432,13,Male,5.6,5.6,52.4,6,1.2,3,7,6,0,4.0,226,14,2.0,0.6,2.4,Mixed,1,6.5,2.63,
4434,User_433,15,Female,1.0,8.6,75.3,6,1.7,5,9,5,1,0.0,119,14,1.7,3.9,2.4,Education,1,7.4,1.0,
4435,User_434,14,Female,7.6,4.9,57.0,1,1.9,2,9,1,0,3.0,150,14,0.3,1.1,1.2,Education,3,6.9,3.55,
4436,User_435,13,Female,1.2,9.7,86.0,2,1.2,5,1,5,0,1.0,136,23,0.0,0.9,1.5,Mixed,1,7.6,1.0,
4437,User_436,14,Female,5.8,5.2,55.7,4,0.7,3,6,5,1,0.0,170,15,2.1,0.0,0.6,Social Media,4,9.1,2.72,
4438,User_437,19,Male,6.0,7.6,76.8,3,0.8,9,3,6,0,2.0,141,15,4.9,2.4,0.3,Social Media,3,9.1,3.41,
4439,User_438,18,Female,7.1,6.3,58.6,1,1.9,1,4,7,1,4.0,129,7,2.3,4.7,1.7,Social Media,2,4.9,4.13,
4440,User_439,14,Female,5.9,6.0,75.8,8,1.3,4,8,4,0,4.0,92,23,2.0,2.6,1.7,Gaming,2,6.9,2.95,
4441,User_440,15,Female,10.0,4.6,47.0,7,1.3,6,4,7,1,1.0,49,28,4.0,0.9,1.2,Mixed,3,7.3,6.05,
4442,User_441,18,Male,6.4,6.4,63.2,4,2.1,9,8,5,0,0.0,38,26,1.7,2.8,0.3,Social Media,1,9.2,3.03,
4443,User_442,14,Female,8.1,4.8,57.3,9,2.5,3,4,6,0,0.0,121,5,5.8,3.2,2.0,Gaming,3,5.2,5.92,
4444,User_443,19,Male,4.6,4.0,83.2,4,2.7,3,9,4,1,2.0,86,16,2.6,3.7,1.1,Mixed,3,9.4,3.17,
4445,User_444,18,Male,6.2,6.7,76.9,1,0.9,5,6,8,1,0.0,69,19,4.4,0.1,0.8,Social Media,2,5.7,3.12,
4446,User_445,19,Female,9.1,5.5,51.5,1,2.4,7,1,9,1,0.0,67,18,2.7,4.3,2.8,Education,4,8.5,5.55,
4447,User_446,14,Female,5.5,9.0,67.0,1,3.6,5,2,2,0,3.0,22,7,3.0,2.3,0.5,Education,4,10.2,1.98,
4448,User_447,19,Male,6.4,8.0,58.4,1,1.6,8,7,4,0,1.0,245,24,4.7,4.6,2.1,Social Media,3,5.5,4.01,
4449,User_448,15,Female,8.0,9.0,84.3,4,1.4,5,7,8,0,0.0,85,17,3.3,2.2,0.0,Social Media,2,8.5,3.62,
4450,User_449,14,Male,4.5,5.5,89.1,1,1.2,7,3,8,0,2.0,174,22,5.2,2.9,0.1,Gaming,2,7.6,3.36,
4451,User_450,14,Male,1.7,6.7,48.4,2,0.4,6,1,9,0,4.0,234,20,1.8,0.6,2.0,Education,3,6.0,1.0,
4452,User_451,14,Female,6.5,3.0,82.4,4,2.3,2,8,3,0,0.0,125,10,1.1,3.5,1.2,Mixed,3,5.6,4.15,
4453,User_452,13,Female,8.0,6.1,57.7,7,1.4,3,7,1,1,0.0,243,14,0.4,0.4,0.3,Social Media,3,6.6,3.41,
4454,User_453,13,Male,3.3,6.6,66.2,2,1.4,4,8,9,0,4.0,130,21,4.9,2.4,2.4,Mixed,4,6.4,2.08,
4455,User_454,13,Male,7.3,6.7,70.5,8,2.2,5,1,1,0,3.0,246,21,4.4,1.4,1.9,Social Media,3,7.6,4.22,
4456,User_455,15,Male,7.4,6.4,97.2,7,2.3,9,3,3,1,1.0,59,12,2.6,1.9,0.0,Education,2,7.1,3.74,
4457,User_456,18,Male,1.5,6.6,54.9,9,0.9,6,2,3,1,3.0,144,8,3.4,3.6,2.5,Social Media,3,8.8,1.0,
4458,User_457,19,Female,4.1,3.0,82.5,6,0.9,1,1,9,1,2.0,37,19,4.6,1.5,0.4,Mixed,2,9.6,3.28,
4459,User_458,17,Female,5.2,6.9,52.4,4,0.9,3,5,1,1,0.0,174,5,2.7,3.7,0.0,Education,2,4.9,2.77,
4460,User_459,14,Female,5.6,7.2,51.4,6,3.6,7,3,7,1,3.0,158,11,0.4,1.4,0.7,Social Media,1,7.5,1.76,
4461,User_460,19,Female,4.5,8.5,70.4,4,3.0,8,8,2,0,1.0,186,29,0.4,2.2,1.5,Education,2,6.1,1.0,
4462,User_461,14,Female,4.4,7.1,70.3,7,2.2,7,6,7,0,2.0,38,14,1.4,5.2,1.6,Gaming,1,5.8,2.01,
4463,User_462,15,Male,9.3,6.3,30.0,9,1.1,5,9,1,1,3.0,108,11,3.2,2.2,0.0,Mixed,3,4.9,5.2,
4464,User_463,14,Female,5.8,8.2,87.4,3,1.2,8,9,8,1,0.0,154,5,1.6,1.9,0.1,Social Media,1,4.7,2.03,
4465,User_464,13,Female,4.6,3.0,37.9,3,1.9,9,6,2,0,1.0,242,21,4.6,2.2,0.7,Social Media,4,7.0,3.92,
4466,User_465,17,Female,5.9,5.7,67.8,2,3.7,7,2,3,1,0.0,76,16,1.1,1.5,0.8,Social Media,4,8.8,2.54,
4467,User_466,16,Female,7.1,5.4,89.9,1,1.8,9,9,8,0,0.0,149,21,2.0,0.5,2.3,Mixed,4,8.8,3.49,
4468,User_467,14,Female,6.1,6.4,100.0,1,2.0,1,2,3,0,2.0,57,19,0.3,5.1,1.1,Gaming,3,5.9,2.91,
4469,User_468,19,Male,5.6,3.2,64.6,3,0.0,9,3,1,1,1.0,152,28,2.3,1.4,2.2,Mixed,2,5.7,3.52,
4470,User_469,13,Male,4.7,8.5,48.5,7,1.8,3,6,9,0,4.0,225,20,3.0,0.0,2.6,Social Media,4,8.5,1.4,
4471,User_470,16,Male,4.7,6.1,89.4,9,0.1,6,2,8,0,0.0,101,27,4.6,1.8,2.1,Mixed,1,7.1,2.83,
4472,User_471,17,Female,4.8,7.0,83.0,2,1.0,8,5,4,0,1.0,55,18,3.2,2.5,0.0,Social Media,3,9.8,2.3,
4473,User_472,16,Male,6.7,6.8,62.7,7,1.5,3,2,8,0,0.0,215,7,4.1,1.7,1.2,Mixed,3,5.8,3.76,
4474,User_473,13,Male,4.0,8.4,60.8,1,1.2,4,4,5,1,3.0,107,23,4.5,1.9,1.3,Education,1,4.3,1.72,
4475,User_474,18,Female,6.8,3.7,59.2,2,0.9,7,3,3,1,3.0,224,16,3.6,1.8,1.4,Mixed,1,9.2,4.63,
4476,User_475,18,Female,8.8,6.7,64.8,6,0.9,7,5,1,1,1.0,138,23,1.7,2.6,0.0,Social Media,3,4.2,4.44,
4477,User_476,16,Female,6.7,8.2,74.7,5,1.3,4,6,5,1,2.0,104,22,3.6,3.2,0.7,Social Media,3,5.1,3.38,
4478,User_477,15,Male,5.3,6.4,61.5,8,1.2,9,7,6,1,4.0,204,18,5.2,1.7,0.1,Mixed,2,6.7,3.36,
4479,User_478,19,Male,3.4,5.1,63.4,2,1.5,3,8,4,0,3.0,244,24,2.5,5.9,0.6,Mixed,3,7.4,2.68,
4480,User_479,19,Female,9.2,5.6,79.6,1,1.4,8,9,7,0,2.0,167,27,3.8,3.6,1.2,Education,1,9.2,5.87,
4481,User_480,16,Female,3.7,5.9,47.8,7,2.8,8,4,3,0,4.0,152,13,3.8,2.0,0.8,Gaming,3,6.0,2.14,
4482,User_481,14,Male,7.7,5.4,64.4,6,0.0,4,4,7,0,3.0,43,7,2.4,0.0,0.6,Gaming,3,10.6,3.76,
4483,User_482,14,Male,7.3,6.3,44.9,8,1.7,7,7,1,1,4.0,246,27,4.4,2.2,1.3,Education,1,5.0,4.5,
4484,User_483,19,Female,5.5,8.8,71.6,8,1.6,4,9,7,1,0.0,49,16,2.4,3.2,1.0,Gaming,2,7.3,2.07,
4485,User_484,19,Female,5.5,5.6,40.9,2,1.4,1,2,1,0,1.0,47,24,3.7,3.2,1.7,Gaming,3,9.7,3.42,
4486,User_485,18,Male,2.3,5.8,83.4,8,0.8,1,6,1,1,3.0,200,21,2.6,0.0,1.1,Social Media,4,9.8,1.0,
4487,User_486,15,Female,6.7,7.2,50.3,6,1.4,1,8,2,0,3.0,198,9,3.1,2.2,0.0,Social Media,4,3.0,3.43,
4488,User_487,13,Male,7.2,6.2,43.4,9,0.0,2,5,2,0,0.0,128,12,4.4,1.3,0.5,Social Media,1,13.4,4.17,
4489,User_488,14,Male,3.8,4.5,64.5,7,1.7,6,5,4,1,3.0,154,23,0.1,4.2,1.2,Mixed,1,7.4,1.95,
4490,User_489,19,Male,5.7,6.4,95.7,2,1.9,5,8,1,1,3.0,189,8,3.9,2.2,1.1,Mixed,1,8.6,3.3,
4491,User_490,18,Male,6.1,6.4,80.7,8,0.8,2,1,4,1,3.0,54,19,4.1,0.0,0.1,Gaming,4,7.3,3.02,
4492,User_491,17,Female,7.2,8.0,41.2,9,3.4,8,6,2,0,3.0,138,23,2.1,2.6,2.2,Mixed,1,12.3,3.21,
4493,User_492,18,Female,6.0,5.0,49.9,7,1.4,9,9,4,1,3.0,241,19,3.0,0.0,1.8,Social Media,4,10.6,3.24,
4494,User_493,14,Male,2.7,8.0,64.1,4,1.5,7,6,4,0,2.0,53,18,1.5,2.7,0.9,Mixed,2,12.2,1.0,
4495,User_494,14,Male,4.9,6.4,100.0,9,2.8,9,7,9,1,3.0,122,20,1.8,5.9,1.3,Gaming,1,8.9,2.86,
4496,User_495,18,Male,6.4,4.8,55.9,4,3.6,4,4,9,0,0.0,220,28,3.4,4.0,0.4,Social Media,3,9.8,4.44,
4497,User_496,13,Male,7.7,4.5,56.0,4,0.4,7,1,1,1,3.0,136,14,6.9,2.4,2.4,Gaming,2,5.9,5.96,
4498,User_497,16,Male,4.8,9.4,92.9,9,0.9,5,9,5,0,4.0,95,28,4.0,1.0,3.6,Mixed,4,7.5,1.56,
4499,User_498,14,Female,10.4,6.3,72.9,8,1.4,5,6,7,0,4.0,73,18,1.7,3.9,0.9,Education,1,9.8,5.71,
4500,User_499,18,Female,2.2,7.9,85.8,4,0.8,3,3,4,1,0.0,48,24,4.2,3.0,2.7,Education,3,8.6,1.0,
4501,User_500,19,Female,4.9,3.9,59.1,8,2.3,9,4,5,0,2.0,157,15,3.9,1.6,0.6,Social Media,4,8.2,3.42,
4502,User_501,18,Female,5.8,10.0,68.5,8,0.6,5,6,2,1,0.0,46,6,0.4,1.2,1.0,Gaming,2,6.4,1.0,
4503,User_502,15,Male,5.6,7.8,89.7,7,2.8,6,6,3,1,2.0,230,23,2.5,0.6,2.9,Education,3,10.3,2.12,
4504,User_503,16,Male,3.5,6.1,67.8,6,2.1,3,9,7,1,1.0,32,7,2.8,2.6,1.4,Education,2,10.3,1.66,
4505,User_504,17,Male,6.9,6.0,86.8,8,2.7,7,4,7,0,4.0,61,8,3.2,1.4,2.2,Social Media,1,10.1,3.64,
4506,User_505,13,Male,6.7,7.6,75.8,7,0.7,9,5,4,1,4.0,184,15,3.0,2.3,1.2,Social Media,3,8.6,3.28,
4507,User_506,17,Male,6.1,7.5,54.4,5,1.1,9,5,1,0,4.0,208,17,3.2,3.4,0.0,Gaming,1,8.0,3.26,
4508,User_507,16,Female,6.7,6.8,69.8,4,2.4,5,3,1,1,2.0,243,22,1.6,1.3,3.8,Education,4,10.2,2.96,
4509,User_508,16,Male,5.2,6.5,84.7,2,2.2,7,2,4,1,0.0,226,22,2.5,3.0,1.3,Gaming,4,9.9,2.75,
4510,User_509,16,Female,2.8,7.3,80.0,8,1.2,3,8,4,0,2.0,40,23,2.6,3.8,1.7,Gaming,2,6.2,1.07,
4511,User_510,17,Female,4.6,3.9,69.4,9,1.4,6,9,6,0,4.0,150,16,4.7,2.6,0.8,Social Media,1,8.6,3.67,
4512,User_511,19,Female,6.3,5.9,41.6,4,1.1,8,9,7,1,4.0,155,5,2.0,3.0,2.3,Gaming,1,9.3,3.36,
4513,User_512,16,Female,6.3,4.0,43.1,4,1.3,8,5,9,0,4.0,89,28,2.6,2.6,2.2,Mixed,3,6.7,3.97,
4514,User_513,18,Male,6.1,7.4,46.3,5,0.5,2,9,9,1,4.0,240,10,2.5,2.0,0.0,Gaming,4,9.8,2.83,
4515,User_514,17,Female,7.1,5.5,62.3,2,0.4,6,4,5,0,1.0,230,7,5.4,3.3,1.7,Education,1,9.4,5.12,
4516,User_515,16,Female,4.8,4.1,64.3,7,2.5,7,2,3,0,4.0,164,21,4.0,4.4,2.4,Gaming,1,7.2,3.89,
4517,User_516,18,Female,6.1,5.3,47.9,5,1.3,7,3,3,1,2.0,29,7,1.6,3.3,2.7,Mixed,1,5.3,3.24,
4518,User_517,19,Male,7.1,6.7,85.3,6,2.7,3,1,6,0,4.0,244,5,3.6,1.7,2.1,Mixed,4,9.2,3.91,
4519,User_518,15,Male,5.8,6.2,51.0,4,2.1,9,5,1,1,3.0,160,7,1.5,1.7,2.2,Education,4,11.9,2.57,
4520,User_519,19,Male,3.5,4.7,49.4,8,1.8,2,1,7,1,1.0,238,8,3.4,1.8,1.0,Education,4,8.5,2.31,
4521,User_520,16,Female,4.1,3.9,71.3,8,0.8,3,1,3,0,4.0,125,10,5.0,3.4,0.3,Gaming,2,9.3,3.6,
4522,User_521,17,Female,7.7,6.6,84.6,5,0.3,2,7,5,1,3.0,31,11,0.1,1.2,1.2,Mixed,4,5.7,2.94,
4523,User_522,14,Male,8.8,5.6,100.0,6,1.0,9,2,7,0,2.0,213,27,1.5,0.5,0.2,Mixed,4,7.9,4.36,
4524,User_523,16,Female,8.4,6.1,78.7,3,3.0,4,8,7,0,1.0,221,29,3.2,2.7,0.8,Gaming,4,7.8,4.93,
4525,User_524,14,Male,6.5,6.3,93.7,1,2.4,2,6,9,1,4.0,147,12,2.4,2.0,0.7,Education,3,6.2,3.28,
4526,User_525,18,Male,3.6,7.1,51.8,9,0.9,3,4,1,0,2.0,232,17,3.3,4.2,0.6,Mixed,3,8.9,2.09,
4527,User_526,15,Female,6.0,7.8,100.0,9,1.1,4,9,3,1,3.0,170,8,2.9,0.0,2.0,Gaming,1,8.8,2.3,
4528,User_527,13,Female,9.1,6.7,42.1,3,0.6,6,8,9,1,1.0,212,10,0.5,2.3,0.5,Education,3,7.4,4.27,
4529,User_528,19,Female,7.2,6.0,62.4,4,0.0,5,3,8,0,4.0,244,15,3.9,1.4,3.3,Gaming,2,8.0,4.21,
4530,User_529,15,Female,5.6,6.5,78.4,7,1.6,3,3,2,0,2.0,147,5,1.0,3.2,2.5,Education,2,12.1,2.5,
4531,User_530,16,Male,7.3,6.0,45.9,2,3.2,8,4,8,1,1.0,199,12,3.3,1.6,2.7,Education,1,6.8,4.09,
4532,User_531,14,Male,3.5,4.0,56.1,3,3.2,8,9,8,1,3.0,80,26,2.3,1.1,0.8,Mixed,1,5.7,1.89,
4533,User_532,19,Male,4.6,8.1,53.7,6,2.1,7,9,2,1,4.0,45,6,6.6,3.4,1.7,Social Media,2,5.7,3.03,
4534,User_533,14,Male,3.8,7.9,65.3,8,0.9,3,5,8,0,1.0,34,12,2.8,3.9,0.5,Mixed,2,8.5,1.56,
4535,User_534,17,Male,6.9,9.5,91.3,1,0.1,1,9,3,0,3.0,41,24,3.5,1.9,1.7,Gaming,2,3.0,2.76,
4536,User_535,14,Female,7.4,9.9,70.3,4,2.5,5,6,7,1,3.0,108,13,3.8,1.9,0.0,Education,1,7.0,3.1,
4537,User_536,17,Male,5.7,4.7,63.1,1,1.9,1,8,9,0,2.0,84,8,3.5,3.9,2.6,Mixed,2,6.1,3.92,
4538,User_537,18,Male,4.3,6.0,30.0,2,1.2,6,8,4,1,3.0,173,21,3.0,3.7,0.9,Education,1,7.9,2.59,
4539,User_538,19,Male,6.0,10.0,77.0,8,1.0,7,7,6,0,3.0,40,11,1.5,3.5,1.8,Mixed,2,7.9,1.79,
4540,User_539,19,Female,5.0,6.4,81.9,6,2.1,5,4,9,1,0.0,171,14,2.8,1.4,2.0,Gaming,2,8.7,2.37,
4541,User_540,13,Female,4.4,6.9,44.5,9,0.7,4,4,5,1,3.0,35,9,0.2,1.0,0.9,Gaming,3,9.2,1.0,
4542,User_541,16,Female,6.7,4.2,69.0,2,1.7,2,6,1,1,4.0,179,14,3.7,4.5,0.7,Gaming,2,10.3,4.95,
4543,User_542,17,Female,4.5,6.7,72.9,3,0.3,5,9,3,1,1.0,35,16,7.4,2.9,1.4,Mixed,1,7.3,3.53,
4544,User_543,13,Male,2.9,9.4,84.5,9,3.7,9,7,9,1,4.0,224,25,3.3,0.9,2.3,Social Media,2,6.7,1.0,
4545,User_544,14,Male,3.3,8.4,59.1,9,0.8,4,5,3,1,4.0,61,24,3.5,1.8,1.4,Gaming,4,9.7,1.0,
4546,User_545,14,Female,2.8,5.6,56.9,6,2.1,2,5,2,0,2.0,179,10,0.7,2.1,2.1,Mixed,3,4.7,1.0,
4547,User_546,13,Female,6.5,5.9,63.2,3,0.3,6,8,4,1,0.0,197,5,1.8,1.8,2.3,Social Media,2,9.5,3.23,
4548,User_547,19,Male,6.3,4.8,89.3,5,1.3,8,6,5,1,0.0,60,7,4.3,1.6,1.3,Mixed,2,8.3,4.01,
4549,User_548,14,Male,6.2,5.2,85.7,2,2.4,2,1,7,1,4.0,127,11,0.8,3.8,1.4,Mixed,4,8.9,3.29,
4550,User_549,18,Female,7.2,3.6,69.7,7,2.6,9,1,7,1,1.0,144,15,1.9,2.8,1.6,Gaming,4,8.7,4.51,
4551,User_550,18,Female,8.4,6.4,85.3,8,2.3,7,9,9,1,0.0,171,28,3.9,5.4,2.6,Social Media,4,8.3,5.54,
4552,User_551,13,Female,4.8,8.8,34.5,6,1.4,2,8,8,0,0.0,32,16,4.2,3.9,1.2,Mixed,4,8.4,2.31,
4553,User_552,17,Female,6.8,7.0,81.9,8,0.8,5,6,2,1,4.0,222,13,2.8,2.2,2.6,Mixed,4,5.8,3.48,
4554,User_553,17,Male,2.8,8.5,53.2,2,0.4,5,1,8,1,0.0,98,5,3.2,4.1,1.8,Mixed,4,6.7,1.01,
4555,User_554,13,Male,8.8,8.1,96.5,3,3.0,7,2,8,1,2.0,157,8,3.2,2.5,0.8,Mixed,2,11.6,4.47,
4556,User_555,17,Male,3.5,5.7,54.0,7,1.6,5,3,5,1,4.0,61,6,1.1,5.6,1.5,Gaming,1,9.3,1.9,
4557,User_556,19,Female,4.6,5.4,57.2,1,1.8,6,3,3,0,0.0,188,6,2.9,1.5,0.4,Mixed,2,10.1,2.5,
4558,User_557,19,Female,4.8,5.4,78.4,7,2.7,9,2,9,0,0.0,140,21,3.4,2.7,0.2,Social Media,2,7.3,2.96,
4559,User_558,17,Male,2.9,3.9,79.9,6,2.1,3,2,7,1,0.0,150,25,2.9,1.1,2.1,Education,2,8.2,1.81,
4560,User_559,18,Male,6.1,6.5,63.3,8,1.4,3,6,1,1,4.0,202,6,0.1,1.4,2.3,Social Media,3,9.1,2.22,
4561,User_560,17,Male,6.4,3.0,75.6,7,2.2,8,7,8,0,1.0,35,8,5.3,1.5,1.5,Mixed,1,10.4,4.86,
4562,User_561,19,Male,5.6,7.4,77.4,4,0.9,6,4,5,1,3.0,63,29,1.4,3.9,1.5,Mixed,1,7.7,2.4,
4563,User_562,15,Female,2.9,6.6,75.9,3,0.0,3,1,6,0,0.0,228,15,3.1,2.3,0.9,Social Media,3,9.0,1.38,
4564,User_563,16,Male,10.0,7.2,63.9,3,2.9,2,6,9,1,3.0,236,23,3.5,0.0,1.7,Education,1,9.4,5.13,
4565,User_564,14,Male,7.1,8.1,77.6,4,1.0,2,7,8,0,3.0,177,28,2.3,2.1,3.5,Gaming,3,9.9,3.12,
4566,User_565,15,Male,11.3,6.8,91.1,9,1.2,2,4,3,0,0.0,140,17,3.4,0.5,2.5,Education,2,7.6,6.0,
4567,User_566,17,Male,4.4,8.9,51.6,9,1.3,5,6,5,1,0.0,246,26,1.8,1.3,1.4,Education,1,10.6,1.02,
4568,User_567,18,Male,7.9,7.4,57.4,2,0.9,5,9,4,1,3.0,184,25,6.2,3.7,1.3,Education,2,5.2,5.3,
4569,User_568,13,Male,7.6,5.4,70.4,5,2.6,1,4,1,1,1.0,207,22,2.6,0.0,1.1,Social Media,4,5.7,3.93,
4570,User_569,17,Male,5.4,6.1,54.2,1,1.9,2,4,5,1,3.0,224,23,4.3,0.2,0.1,Education,2,9.0,2.96,
4571,User_570,18,Female,8.8,3.1,42.9,4,1.2,2,5,7,0,1.0,43,28,1.4,0.0,1.0,Gaming,1,8.9,4.81,
4572,User_571,16,Female,5.2,5.1,86.4,2,0.2,4,3,1,0,2.0,249,19,4.1,1.4,2.2,Mixed,2,7.5,3.35,
4573,User_572,17,Female,5.3,5.9,36.6,8,1.8,7,2,4,1,1.0,45,16,1.9,0.0,0.6,Social Media,2,7.1,2.02,
4574,User_573,19,Female,1.0,7.3,64.0,4,0.0,3,9,6,0,4.0,77,29,0.9,0.0,1.2,Social Media,3,7.1,1.0,
4575,User_574,13,Male,6.8,5.4,81.4,5,1.7,5,1,9,1,0.0,28,15,1.4,1.7,0.4,Education,1,6.2,3.25,
4576,User_575,18,Female,3.3,4.6,74.0,4,2.8,9,5,8,1,2.0,145,27,1.7,2.5,2.3,Mixed,2,7.9,1.76,
4577,User_576,18,Female,4.9,3.7,64.2,5,1.6,5,5,2,1,3.0,208,5,3.2,0.6,0.2,Mixed,3,4.9,3.12,
4578,User_577,18,Male,3.9,5.6,53.5,5,2.7,9,8,3,0,1.0,38,20,7.3,2.5,2.1,Mixed,1,10.3,3.39,
4579,User_578,16,Male,5.3,9.4,75.2,5,0.3,1,6,5,1,2.0,47,17,7.1,2.2,2.5,Social Media,4,8.8,2.98,
4580,User_579,17,Female,6.9,6.9,55.2,3,3.5,9,6,7,0,4.0,154,10,2.5,2.8,1.2,Gaming,2,10.6,3.53,
4581,User_580,16,Female,6.0,7.9,74.0,7,2.6,5,6,3,1,1.0,64,27,4.4,0.4,0.8,Mixed,2,8.3,2.69,
4582,User_581,14,Male,7.4,5.1,72.1,3,2.0,8,4,7,0,3.0,233,10,1.1,5.0,2.0,Social Media,2,7.9,4.47,
4583,User_582,14,Female,8.5,4.1,72.3,2,0.9,5,1,5,0,3.0,147,14,0.0,0.3,3.1,Education,2,8.3,4.08,
4584,User_583,17,Male,5.3,4.7,60.4,3,0.7,6,3,6,0,1.0,113,6,3.0,1.1,2.8,Mixed,2,6.6,3.0,
4585,User_584,19,Male,5.0,6.4,100.0,3,1.4,8,6,6,0,4.0,210,29,3.8,2.8,1.4,Education,4,5.5,2.99,
4586,User_585,16,Male,7.9,3.5,75.4,8,2.7,2,5,4,1,0.0,184,7,4.2,2.2,0.6,Mixed,4,6.0,5.57,
4587,User_586,13,Male,8.1,5.0,65.8,4,0.2,3,1,8,0,0.0,35,10,4.6,3.3,1.3,Education,1,7.1,5.44,
